	M19501	M14416	M36557	M08351	M24820	M19107	M04827	M07055	M10364	M11363	M29695	M11955	M29307	M29227	M12084	M10482	M14444	M25147	M29684	M25693	M14002	KR494	M11600	M16690	R2846	M12066	H.pittmaniae	M29400	M21501	M6399	M28853	M28745	M28702	PittEE	M26429	M37982	M19476	M12373	2019	M36606	M16180	F3047	M36605	M37248	M12086	M21639	M10540	M14486	M28801	M10991	M36564	H.massiliensis	M24471	M07572	M10230	M36582	HK386	M11696	NCTC8143	M16386	M21621	M08234	M11818	M12252	M3825	10810	M29331	M23816	M3844	M19080	RdKW20	F3031	M16859	M10210	H.sp._C1	M29197	M11879	H.sputum_genomic	M25364	M28687	M06436	M21127	H.parainfluenzae	H.paraphrohaemolyticus	M15301	M27986	M25342	M27987	PittGG	M16860	M12353	M14079	M14700	M29202	M11900	CGSHiCZ412602	M26026	M12969	M11311	M28888	M28405	M11840	Histophilus_somnus	M29179	86-028NP	M15928	M28770	M09394	M03959	M13539	M07066	M11921	M10178	M05964	M14626	M04828	M29697	M26032	M12178	M04744	M36580	M29658	M3835	M28356	M11908	M29323	R2866
M19476	0.9466668847212203	0.919910446950748	0.9192792114807731	0.9189941998729615	0.9187591989185666	0.9554223669361509	0.9163348233565343	0.9156005391564074	0.9190620335509168	0.9198045539514562	0.918845424885643	0.919326310495138	0.9200090964935513	0.9192577121134582	0.9189320334432002	0.9193092776419804	0.9189363350071751	0.9198203590742541	0.9187639411094111	0.9189019796658289	0.9193507174099941	0.9156557032266331	0.9193478436136882	0.9558860485714874	0.9188819071323814	0.9193016393146466	0.8757210474597377	0.9189071959037196	0.9524500771663595	0.9190634219570423	0.9196676501518637	0.9195659141147914	0.9189544650828213	0.9191678752920076	0.9193632869582903	0.9190058007308767	1.0	0.918976914943487	0.9197784713769032	0.9192744273363845	0.9188628660681604	0.9197574817582572	0.9197457843824128	0.9189049593862878	0.9194586419145612	0.9526381030331068	0.9156917777017775	0.9157333927528489	0.9191366276068192	0.9191439413316702	0.917328991845229	0.8642574006915746	0.9194001225582598	0.9191456504088859	0.9194476213002543	0.9192521161918309	0.9584097451117383	0.9190801012635728	0.9189558701722625	0.9447557225828493	0.9573077022558855	0.9194798743050385	0.9573447154150505	0.9191053444839591	0.9199933832871688	0.9195280140092622	0.9193866598446698	0.9190144515056721	0.9165927027610526	0.9526991744005747	0.9189736749559708	0.9189584816300066	0.9558694922934775	0.9192327848379055	0.9448643469940838	0.9192816074257786	0.9192099244441085	0.8722772224613538	0.8626649311030959	0.9187827194133561	0.9193831559917247	0.9605819669044702	0.8645260638851316	0.8805673758865248	0.9154384993927298	0.9194648674704136	0.9554497790740543	0.9194838255743736	0.9191133194534353	0.9188656321566495	0.9192796189030535	0.918999191787182	0.9224731480468567	0.9189537746237271	0.9191311393702125	0.9202299511116733	0.9193942504560695	0.9190778304494541	0.9190937636840326	0.9193567214080648	0.9189754578603928	0.9194451367317757	0.8472771278741428	0.9186501776414775	0.9191588073488056	0.9185232772161712	0.9191733983286908	0.9198173070218255	0.9195847562380842	0.9189367501779606	0.9158133086492523	0.9196252434645871	0.9164639253930513	0.919086508121035	0.9191238953387628	0.9193886830863703	0.9193032188863621	0.9194129458601606	0.9194423834295319	0.9163027426715353	0.9193137778270787	0.9189472113193126	0.9201461543730849	0.9198620711826194	0.9189871964172934	0.9199276362229382	0.9197464054769666
M12373	0.9296081086199669	0.9684100138948671	0.9755890301603114	0.9784805174142649	0.9770173852616483	0.9176266110265355	0.9534777358704556	0.9537633980401107	0.9766931694233497	0.9729401008195112	0.9753083932998629	0.9771169067773324	0.9715965285040294	0.9727620832431972	0.9882567406703571	0.9704064647201435	0.9777674637888758	0.9691946876075573	0.9950103649551081	0.9779667230885185	0.9715488531646955	0.9539055706960067	0.9694870679415867	0.9194431964557422	0.9707586936664193	0.970776878685234	0.8637176050044683	0.9756242721490639	0.9186802952151341	0.9770115839107831	0.9690806605410418	0.9697375330242262	0.9773056739399306	0.9726664967847346	0.9754720089285969	0.9704675137499835	0.918976914943487	1.0	0.9681868153217088	0.975537962009138	0.9770204965557752	0.96816026143289	0.9703644326383262	0.9713668850680683	0.9702623461573342	0.9193976831343145	0.9538245974325623	0.9538274932945129	0.9703670599621411	0.9734070092309601	0.9565776328252448	0.8660908992766922	0.9720266768726002	0.9769735601612256	0.9717865713152425	0.975536480931687	0.9190765564576715	0.9982426809941317	0.9771798070765201	0.9160386566552232	0.916521235634461	0.9725171483640556	0.9183615528283978	0.9703019473258186	0.9713651495705868	0.9721913672548098	0.9753094884521564	0.9753297295361799	0.9550959517755757	0.9232236733100387	0.9727715454500571	0.9681196870911555	0.9194431964557422	0.9690960039042713	0.9266510362409853	0.9765483535107203	0.9766969962202978	0.8652138007552213	0.8509784524497885	0.9949110528158174	0.9724326313608072	0.9188676801662161	0.86016301201063	0.8809480972771246	0.9524079082541879	0.9723038880770372	0.9179374629929691	0.9723595926752204	0.9709653766779459	0.9801168687245511	0.9695727598441327	0.9717830450892886	0.9689734470388262	0.9885386593920907	0.9775256472750296	0.9689372197764359	0.9755803811267675	0.9765820481709179	0.9728880697054874	0.9696028984025796	0.9753736840114202	0.9706298761242855	0.848163303591319	0.97761696563607	0.9768619297217165	0.9709505469038859	0.9769158701103505	0.9730825341329238	0.9732410764936534	0.9884998720834489	0.9542447632924269	0.9691055165612854	0.9544161883764315	0.971812172404013	0.972928315445812	0.972728911438131	0.9753947194667323	0.9753763533490197	0.9696798711605974	0.9531955974164714	0.9725879482874686	0.9755330903647202	0.9705826529129041	0.9713510520808272	0.9778663940878493	0.969704115007226	0.9715901648897898
2019	0.9300028976808205	0.9976860294205514	0.9706767247050568	0.9711410265200863	0.96914536670444	0.9168929619489483	0.9534808914092535	0.9539344455039086	0.9692855659914168	0.9708472068960963	0.9697800168980703	0.9701325011724892	0.9692992976045186	0.9693946577413339	0.9688585273054208	0.9711213014208434	0.9702023350556106	0.969641432083319	0.9688407579754673	0.9701307383789545	0.9691244274644089	0.95427576763632	0.9784814641837986	0.9186692333398697	0.9693335204025699	0.9680424755918033	0.8697924330945724	0.9703924746743849	0.9186575280907813	0.9698419678884292	0.9785304947485893	0.9686403255884926	0.9697178567106993	0.9697780569019356	0.9709348589336194	0.967853632409462	0.9197784713769032	0.9681868153217088	1.0	0.9707230194802721	0.969763530886641	0.9663310501400172	0.9709429612010281	0.9688110064050134	0.9681965040227228	0.9200580027220575	0.9538662618952328	0.9541416227123914	0.9677264878904165	0.9705683538586899	0.9565416064090243	0.855042839124951	0.9695405791857111	0.9700832778389626	0.9693049565928386	0.9707170145799393	0.919597642975409	0.968294224076018	0.9698746398816476	0.9163305129027683	0.9170225526105633	0.9704602774274905	0.9190074198258765	0.9681423689948059	0.9706920788226538	0.9702096559168928	0.9706931161525322	0.9694547261784023	0.9551066244252903	0.9232593264880388	0.969938912207483	0.9669820918354701	0.9186692333398697	0.9786504425370735	0.926686157469444	0.9704294359758483	0.9705258941924427	0.8691039916613896	0.8528812754991069	0.9686972889301257	0.9701503285945723	0.920090619453417	0.8618348263456379	0.8820814233195661	0.9522466769245369	0.9701237630388422	0.9187363983951179	0.9701733738098326	0.9693315724343978	0.969547648053612	0.9788390037887577	0.9683322845000062	0.9683568810686247	0.9688755263379571	0.9699192918839331	0.9699985089233226	0.9708892502342744	0.9705076360532581	0.969413729382937	0.9788117385268855	0.9702094883586947	0.9684793712386327	0.8391441039838581	0.9713576075817403	0.9699187619184092	0.9697915355459517	0.9704111342810336	0.9714755761538874	0.9700359459108698	0.9689304841214353	0.9542914259838085	0.9799912382142708	0.9529733440792812	0.9705198068311118	0.9695473618322081	0.9701808538102838	0.9704918126662448	0.9708831678931228	0.9680176499893246	0.9531659270817593	0.9694612231135818	0.9702633215068014	0.9710570487369211	0.9684019770515777	0.9701584531427463	0.9672771370646299	0.9691087431756532
M36606	0.9306498853341911	0.9706693787846905	0.9992629587481637	0.9798867060300297	0.9784758001949512	0.9171118272923933	0.9538354182643944	0.9544643364031071	0.9854633279927589	0.9728316249349518	0.9814069078079962	0.9788105993307106	0.9725048228733768	0.9726727743714055	0.9772427427384345	0.9712453244429988	0.9778729274323984	0.9703302202072382	0.9762418620214205	0.9788643980767269	0.9712085203611048	0.9544194137622745	0.9714037379682815	0.9191984971132486	0.9720014770525958	0.9712954691817105	0.8633671830582611	0.9815805651441957	0.9191498630183607	0.9843438357348264	0.9711682487347887	0.9709323145647835	0.9771489084149314	0.9723532160761322	0.9988189186602922	0.9707784578873786	0.9192744273363845	0.975537962009138	0.9707230194802721	1.0	0.9773562776267916	0.969334505196473	0.971135860365982	0.9715482554930052	0.9711321815859368	0.9195188457890942	0.9544682069532299	0.9545020688766087	0.97084662570935	0.9736047367934576	0.958031176662574	0.8649853786009084	0.9717080387481986	0.984923604871534	0.9716161077546112	0.9991166812752652	0.9192258158267396	0.9761860946575421	0.9865009032988847	0.9159809924364769	0.9169872226801346	0.9732902947775927	0.9187953282736072	0.9707622228617441	0.9715334059838003	0.9723626453326528	0.998644360657661	0.9835838563800342	0.955534631505318	0.9238448058913603	0.9731825172599993	0.9688551246234146	0.9191984971132486	0.9711963685844283	0.9270288763641863	0.9851934837177176	0.985542309971476	0.8654034100458781	0.8469916061225929	0.9761839464035086	0.9726633591707557	0.919194044751056	0.8592528106656054	0.8786130164507282	0.9528505006125745	0.9725172407970688	0.9186250181936945	0.9725530013710838	0.9721792422426825	0.9776281506867469	0.9718410367927836	0.9719067784780012	0.9696703636455362	0.9772367564078179	0.9860338125244521	0.9695818560751246	0.9982720599373562	0.9850545309192388	0.9723785643076116	0.971928690360745	0.9774068146222762	0.9715487724001651	0.8471358540238755	0.9838157892471415	0.9865475475285806	0.9720822198919821	0.9854196902062842	0.9731673197489803	0.9736906965014334	0.9771998771664084	0.954944947315306	0.9716889840952136	0.9535430406860025	0.9720449725761775	0.972551967484456	0.9727631625802658	0.9988438185977953	0.9980937079312086	0.9704392816866807	0.9532312183596662	0.9725122203589396	0.977642628071088	0.9715074219933354	0.9713640371368253	0.9791007972320268	0.969707461449209	0.9719598622934446
M16180	0.9302023638100029	0.9698003581095614	0.9774157026038144	0.9794976830503392	0.9816356060975181	0.9167334671972162	0.9527696526055819	0.9524353051938446	0.9787533486753816	0.9726456771349968	0.9773782472224389	0.9794239831400091	0.972329415997122	0.9714922294338068	0.9776906351918	0.9707259533146461	0.9912183042557735	0.96992391405316	0.9774949030714869	0.979384064206261	0.9707594099412936	0.9525633169934641	0.9706335848757495	0.9189550924567068	0.9717089376048037	0.9705876537071929	0.8667480419082494	0.9773867841103768	0.9183923453668323	0.9789146097394604	0.9702977049776635	0.9703902610077825	0.9780975218954028	0.9710311909923771	0.9776531039548566	0.9703768247260702	0.9188628660681604	0.9770204965557752	0.969763530886641	0.9773562776267916	1.0	0.9688830249671743	0.9702190433090997	0.9716766881959897	0.971051835379586	0.9195792888532125	0.9524891556448227	0.953077111778387	0.9704438473504515	0.9737450968512472	0.9568848581813123	0.8705653382761817	0.9711460266702993	0.9788092205626124	0.9709646403431076	0.9773705255031858	0.9190594601301718	0.9775430738617849	0.9787368423389473	0.9159688999825784	0.9166963225085334	0.9736286318739357	0.9183314841209855	0.9700708931622586	0.9714918482769289	0.9728128739160903	0.9773049975031473	0.9776024592935957	0.9555426889409079	0.9235420104823424	0.9737224217349724	0.9693337572417691	0.9189550924567068	0.9704137344571063	0.9264546466954753	0.9788900604196468	0.978786825763593	0.8678502101355045	0.8502379825757787	0.9773413983204138	0.9726075305745502	0.9190400372478186	0.8607252609065635	0.8790007077419101	0.9519888996857028	0.9725628874677529	0.9183599310653038	0.9725915844228168	0.9717030917120135	0.9778719494254127	0.9706804374170499	0.9718133301925375	0.9685212977794759	0.9779085384991673	0.9784026157573582	0.969413438226855	0.977560136161227	0.9785227407098973	0.9712184719551833	0.970596400781972	0.9782112709436649	0.9718379543056948	0.847958368333709	0.9792044269280987	0.9785327378649362	0.9713026117801331	0.9789065776675203	0.9730447403399837	0.9742176092779103	0.9778632866572275	0.9527746427919891	0.9705279746925125	0.9530819812514502	0.971485327026107	0.9712774163931633	0.9726631196856244	0.9769108989680206	0.9774032595870535	0.9705104502028606	0.9524688707863547	0.9714642313114061	0.9783642104791039	0.9713562947182081	0.9712781447183589	0.9794636992819834	0.9695240610532757	0.972154084427346
F3047	0.9301933850466705	0.9657872604542932	0.9693335427880468	0.9692128941543631	0.9695526462382109	0.9174261943031455	0.948808098076934	0.9493727721500358	0.9689673137069773	0.9723951142369587	0.9682198951325977	0.9686001412108116	0.9709016398312285	0.9680686536502724	0.9682024851865716	0.9696268797998173	0.9691339374454643	0.9686334009940958	0.968356424105985	0.9694320025965596	0.9673159373784758	0.9492833379193036	0.967538469387634	0.9199302780897669	0.9684696912261149	0.9691952148687017	0.8837946637754421	0.968220148653888	0.9187241704627436	0.9686100548729544	0.9668854353764379	0.9684025572092758	0.9680033006821884	0.967936376098318	0.9694228641523956	0.9695521368091206	0.9197574817582572	0.96816026143289	0.9663310501400172	0.969334505196473	0.9688830249671743	1.0	0.9695094243706396	0.967519887584765	0.9691014168063908	0.9204134731910548	0.9495914580754624	0.9496232856720505	0.9694540716334061	0.9739843867623059	0.9529514256138607	0.8671014207141193	0.9675240088813615	0.968542175346017	0.9676643063117558	0.9692722407720256	0.9199046080048012	0.9684120105795117	0.9697839114481029	0.9159063430041628	0.9177302486565031	0.9742213858587782	0.9187992528659419	0.9685819492833723	0.9709593140922639	0.9725310718147208	0.9690895762492366	0.9681150374324952	0.950542504720356	0.9232750520401687	0.9731019037753196	0.9769846957229997	0.9199332487235217	0.9674970519734437	0.9256124764052531	0.969700123839522	0.9697245426270076	0.8666376143179658	0.8539018388010371	0.9681288508938656	0.9725863580633913	0.9201765826810892	0.8614001597821785	0.8785589605465454	0.9472855851144545	0.9728971918286613	0.9187203295545505	0.9728235767213218	0.9708320240414555	0.9693354478888541	0.9676040393706009	0.9675331934428633	0.9673107690322238	0.9685329852170244	0.9690430974230395	0.9685207621463525	0.9694391830039166	0.9694512924384441	0.9681587820784623	0.9675378782947104	0.9679334476225699	0.9700371702453897	0.8437662870513091	0.9697752166988828	0.9696404144329791	0.9686802378530224	0.9693970782623877	0.9725391166387598	0.9731852620052409	0.9684384642076733	0.9499617319591741	0.9663645986289954	0.948473128456202	0.9675902419638466	0.968170517793688	0.9732489175603977	0.9685558549297302	0.9692535101979194	0.9676476264722123	0.9486534939007756	0.9680911569401855	0.9679050676550439	0.9703526964202416	0.9699329291245747	0.9694632099484191	0.9679747869678813	0.9708400748467697
M36605	0.9303525860036397	0.971522963930946	0.9709467209796669	0.9710808240962684	0.9712389157821498	0.9177317343049088	0.9524300071243426	0.9531008851965305	0.970699274050194	0.9736296014026027	0.9703022357659934	0.9700956475391113	0.9728575221025365	0.9730239137039892	0.9709991941844411	0.9775926083159819	0.9705516741594232	0.9754006065279821	0.970572738428037	0.9706921640355273	0.9718379108434638	0.9520776009406174	0.9721588128595164	0.9188923939232475	0.974048219078645	0.9714511079047656	0.8634629279341446	0.9708998825971434	0.9188537505805061	0.9712090619469027	0.9720374302115279	0.9732976316391583	0.9705192846294055	0.9724500721182159	0.9711373780858439	0.9722676911443032	0.9197457843824128	0.9703644326383262	0.9709429612010281	0.971135860365982	0.9702190433090997	0.9695094243706396	1.0	0.971644482079484	0.9715949516731066	0.919306429231883	0.9520066474893598	0.9524309177843074	0.9726210973661273	0.973857137636267	0.9562988282729372	0.8578061301524988	0.9721179090684373	0.9710739745237817	0.9720842637490256	0.9709213119784721	0.9197841876611825	0.9705379670519924	0.9712976258756109	0.915778873570056	0.9172144973192716	0.9733992618826075	0.9184543639414161	0.9719346023068541	0.9740790471622961	0.9737994158324158	0.9710879493644333	0.9707295175820432	0.9546780478000445	0.9237652696471357	0.9729781874888265	0.9687139698394106	0.9188923939232475	0.9721890705172876	0.9271081662030267	0.9710127145743721	0.9711268060562707	0.8625506543749464	0.8465315151269912	0.9704892262393457	0.9739496989565052	0.9198330658990269	0.8704131018990506	0.8783778720944546	0.9513580436938984	0.9734548126517328	0.9184297627189797	0.9735011357080514	0.9726400181737295	0.9710677191330039	0.972289725519179	0.9717668070119801	0.9912038294801301	0.9709246112478481	0.9712999510298482	0.973736799024031	0.9710887725932588	0.9710608585426993	0.9723001006642413	0.9722035449468631	0.9701066321689981	0.9723020111470145	0.8450596981778572	0.9711324979358482	0.9717098949338513	0.9737773352614967	0.9712047958859935	0.9739554401678071	0.9733949340732331	0.97109891340876	0.9524650661309144	0.9717823784961108	0.9529409600620911	0.972107535114887	0.9724871134402946	0.9735144972872256	0.9708137383166555	0.9710159439402837	0.9725837600405255	0.9521545566457961	0.9729896509462638	0.970135592150408	0.9774056648995242	0.972635290770148	0.9707815752740839	0.9713557419145286	0.9728710642942282
M37248	0.9299687525959628	0.9690231497483391	0.9716098183843406	0.9727186182030426	0.9719584089845797	0.9164690046011016	0.9536202691025952	0.953837989060703	0.971605616126755	0.9711344565736137	0.9711304249926996	0.9711088762596845	0.9700686257678074	0.9805335712859001	0.9708120823826717	0.9718770356116248	0.9718902186035152	0.9702865314067353	0.970937350201611	0.971553039322028	0.9815399435188519	0.9539293684593702	0.9707992482342025	0.9189911411445616	0.9748968737809598	0.9698248163445189	0.8626850646244213	0.970847824824063	0.9184295758386698	0.9719068749933983	0.9698896918801474	0.9756588786524673	0.9704729179447354	0.9804491681170016	0.9716765950429772	0.9689312858507165	0.9189049593862878	0.9713668850680683	0.9688110064050134	0.9715482554930052	0.9716766881959897	0.967519887584765	0.971644482079484	1.0	0.969500510435538	0.9186087857057875	0.9539252016892922	0.9539420750025163	0.9688993922862857	0.9713120286515358	0.9569277850190135	0.8691090544632576	0.9822289184813633	0.9715371355423967	0.9820605284198791	0.9715922269930504	0.9187327726887466	0.971242498735783	0.9711196737869889	0.915585947442591	0.9164052553112418	0.971063896303778	0.9182240447073339	0.9694003654276094	0.9706616145403087	0.9712300928923622	0.971642165494513	0.970333151155069	0.9557358908151974	0.9236350704648655	0.9702663562320384	0.9673471503854787	0.9189639627521059	0.9709098602819891	0.9267722311916525	0.9714305895233134	0.9714068115764777	0.8644549171374176	0.8472787502565882	0.9708697671363969	0.9708637234707699	0.9186056761645517	0.8602838418033489	0.88169361584972	0.95290568115446	0.9711318880012362	0.91811090599392	0.9711091839794311	0.9694015499948923	0.9702497832162514	0.9710443951178525	0.9866627417998318	0.9737730733677199	0.9707056841028192	0.9716056245239124	0.9700632789530446	0.971508082504434	0.9712803421324289	0.9808920883357464	0.9709730786584448	0.970409640033336	0.9695577148829675	0.8486196941137172	0.9718802265016486	0.972068582934999	0.9745693451919942	0.9712827807688896	0.9714577634423692	0.9707464919996835	0.9707507333421096	0.9542147667889053	0.9693182214390103	0.9539356454584875	0.9796862416031891	0.9808729062923766	0.9712321866626129	0.9716958568399022	0.9715675025310698	0.9700230346749258	0.9534381756763037	0.9805797157239483	0.9706274631003996	0.9723999518663577	0.9695290016437454	0.9713968725009959	0.9689124992454925	0.9704059741830285
M12086	0.9300289122351322	0.9684818437531745	0.9710996634848428	0.9714018078349439	0.9716036897499746	0.9170942519787029	0.9548239321188177	0.9546182058249968	0.9706602874820717	0.9731737117379748	0.9709318918869153	0.970866363203242	0.9741657424847877	0.9700463770328719	0.9705316141281431	0.9721795526253386	0.9715574241148124	0.9718176746354908	0.9704277597351193	0.9715503939720352	0.9692412299448641	0.9546469968387776	0.9701079512837675	0.9193745498157907	0.9707145595564599	0.9876558833127446	0.8649629066162818	0.9715518502267076	0.9185333477374313	0.9711724849694408	0.9684739413343434	0.9701131343103653	0.9714298584573591	0.9697030168485666	0.9711540978152702	0.9844001585173202	0.9194586419145612	0.9702623461573342	0.9681965040227228	0.9711321815859368	0.971051835379586	0.9691014168063908	0.9715949516731066	0.969500510435538	1.0	0.9191198019368707	0.9546183710909169	0.9549080376926962	0.9845061157254635	0.9745816737762485	0.9583858169884236	0.8676128064426987	0.9695205990327943	0.9712427521015715	0.9694551283762658	0.971073713797024	0.919628053724624	0.9701658024704862	0.9717715134012215	0.9161538670696038	0.9170164911454485	0.9737706754173213	0.9186701675306559	0.9861604853349937	0.9728068428340229	0.9731292488714237	0.9712823919416961	0.9701115347917192	0.9566961820135689	0.9239036844313219	0.9741899631335275	0.968435219067855	0.9193745498157907	0.9701969986738822	0.926995228946182	0.971190568279459	0.9711467592978318	0.8642150965748447	0.8485331989698802	0.9704109125617698	0.9736367442909137	0.9193665635844456	0.8596974188842615	0.8804109960192577	0.9527470182023287	0.973636299333864	0.918668408426547	0.9735959356783537	0.9717979167412722	0.9722146784472303	0.970499466653665	0.9699501790122939	0.9695159661211429	0.9706818260398539	0.9715135330759145	0.9702837847596728	0.9713333465243741	0.9711249381311137	0.9696825230136208	0.9702009240088152	0.9700582992271829	0.9977868757587258	0.8493018613250456	0.9712682091132633	0.9710761536989785	0.97087765008209	0.9711764485431688	0.9737362466003748	0.9745881066661348	0.9707798283733821	0.9551239258661898	0.9696641231237483	0.9540021215551426	0.9698111098825188	0.9698588034177852	0.9732554638049833	0.971179885408047	0.971245491939553	0.9706124267253831	0.9544347431901498	0.9697469303875078	0.970097398228684	0.9725363365800707	0.9837271153098865	0.971269705332666	0.9710041082897005	0.9847928468822631
M21639	0.9428366269259267	0.9198559905795446	0.9194819630844328	0.9185518494330305	0.9192022236117977	0.950212587552543	0.9163942216741179	0.9173535676565515	0.9197139436566528	0.9193577826555787	0.9195909419673387	0.9194132139579073	0.9191364407804536	0.9188885559704523	0.9201798516275783	0.9193796557966832	0.9195333955127208	0.9189483396191825	0.9187195221416626	0.9193230750899444	0.9185107068497305	0.9176236457469455	0.9187544918295127	0.9511731600269695	0.9187369604082705	0.9200259907031281	0.873857039720626	0.9196013489534852	0.9972771056922902	0.9195011112684349	0.9197664770561987	0.9188720252771537	0.919465871371263	0.9186512099416265	0.9195940984848637	0.9187241195251088	0.9526381030331068	0.9193976831343145	0.9200580027220575	0.9195188457890942	0.9195792888532125	0.9204134731910548	0.919306429231883	0.9186087857057875	0.9191198019368707	1.0	0.9173872115143832	0.9169718254707682	0.9189465082391646	0.9191025285442013	0.9165883036503041	0.8628434065934065	0.9187138209947193	0.9202071381694685	0.9190601461914832	0.9195509646530926	0.9512445818995572	0.9191501538396917	0.92018430150302	0.9412387825757446	0.9531875650034511	0.9197885644079503	0.9525992595346842	0.9195388635717859	0.9194945755912389	0.9190865863383452	0.9200116215811969	0.9196774345036871	0.9170235108765331	0.9490958669801316	0.9185437574689554	0.9193073594165803	0.9511700041982384	0.918845318019029	0.9430600158300865	0.9197821006091061	0.9200204384143629	0.8736084271551	0.8806813415639079	0.9187266642623786	0.9190060623518783	0.951768689707142	0.8688050039705951	0.8841038812785388	0.9159912612050944	0.9187481956616239	0.9510396744366633	0.9187447369451355	0.919725804341189	0.9197751299596344	0.9186488875973543	0.9186789272279857	0.9212767567567568	0.9193261408262451	0.9205717591433877	0.9193636758182017	0.9195853932162086	0.9197850806213298	0.918802439948845	0.9190526620303996	0.9190864233417271	0.9200294465216297	0.8542308548400324	0.9185965431832867	0.9202888896183431	0.9189211265323757	0.9198530092745724	0.9196545510511608	0.919343884555185	0.9193879437869823	0.9172512455637121	0.9194595171025906	0.9180074596729975	0.9186881070192461	0.9187296114863022	0.9191089090027839	0.920553506957382	0.9204144632331425	0.918919094764963	0.9163321591436607	0.919003629165292	0.9190426612894734	0.9194176057859758	0.9189516683603066	0.9198040230256775	0.9202571265707727	0.9191048232583402
M10540	0.9274602928124972	0.9539522173325241	0.954374465059647	0.9535260066864416	0.9530653795730286	0.913363552862461	0.9696049705023966	0.9994691552453466	0.9549125832291042	0.952160943419654	0.9543314190087678	0.9543711573104946	0.9528441613158529	0.9529745932643243	0.9538646840258578	0.9513153068524758	0.9526549512841909	0.9532256667635105	0.9536818171516566	0.9529456125656393	0.9531797369624504	0.999178415918218	0.9542037756948153	0.9158844053294883	0.9533151754946392	0.9546392715443798	0.8660806884315726	0.9542798413786641	0.9168512572458773	0.9543873459507445	0.9539213964509922	0.9532781202802744	0.954301282274211	0.952991317721493	0.9543263784601557	0.953934933439687	0.9156917777017775	0.9538245974325623	0.9538662618952328	0.9544682069532299	0.9524891556448227	0.9495914580754624	0.9520066474893598	0.9539252016892922	0.9546183710909169	0.9173872115143832	1.0	0.998772850059695	0.9540862787893982	0.9512670093886807	0.9665008858630645	0.8676634631886048	0.9536916320139164	0.9542657910068969	0.9537544618326788	0.9543628919159938	0.915966110760804	0.9540543736890514	0.9546354368795351	0.9123834270800002	0.9147359275528018	0.9504005923335188	0.9154337879122445	0.953829349318644	0.9539919464601455	0.9519226578149776	0.9542950463790169	0.9548731892782304	0.9692470974778732	0.9203027364428805	0.9514148032613238	0.94953893975366	0.9158844053294883	0.9543027119387226	0.9275142545599401	0.9540887909779985	0.9540530330990105	0.8617864313279086	0.8478795697634299	0.9537299674456636	0.9517519059290928	0.9158563882296974	0.8604318298722501	0.8736183633522876	0.9699491988375324	0.951926469302389	0.915576759849378	0.9519233474281367	0.9527602356107189	0.9535082455821091	0.9541778777766624	0.9537312011359406	0.9520111271854224	0.9538608206503297	0.9547956336663901	0.9542725691866466	0.9544059565962095	0.9542054701157886	0.9530498876002482	0.9542191863906049	0.9538454685333635	0.9544560119119956	0.8432546066885471	0.9542279489363392	0.953782399241323	0.9534047637129822	0.9541487891564662	0.9520779895824877	0.9516519544504957	0.9538806914477117	0.9973197108600506	0.9541544357095725	0.9684273882952875	0.9533243979473432	0.9529245319345299	0.9520835230727196	0.9542757853818181	0.9541945244555549	0.9535393579184112	0.9694212874684282	0.952988246285113	0.953869188542129	0.9529167755926656	0.9540886511039657	0.953121211971284	0.953489657306755	0.9538962048705228
